   sp       csco    intc
   2.027   1.006   1.025
   0.770   3.087   0.146
   0.749   0.322  -1.023
  -2.578  -4.957  -2.455
   0.120  -0.714   0.000
   0.372   1.926   1.939
   0.559   0.999  -1.264
   3.480   5.229   4.103
  -2.216  -2.001  -2.030
   0.195   2.284   3.456
   0.376  -0.282  -1.497
   0.031  -2.484   1.709
  -3.095  -4.450  -3.156
  -3.061  -7.668  -2.734
   1.630  -2.655   0.523
  -1.410 -14.319  -4.029
  -0.402  -4.498  -1.171
  -1.423  -5.137  -0.709
  -1.165   6.213  -0.794
   2.567   6.980   6.628
   1.344   4.515   1.920
  -0.292  -3.275  -2.219
   1.073   2.797  -1.204
   4.089   8.831   2.393
   0.848  -2.782  -0.966
   0.564   1.568   1.482
   0.145  -3.851  -0.516
   0.561   6.266   2.913
   0.797   1.400   0.358
  -0.727   0.427  -0.143
   0.154   4.477   1.916
  -0.653  -1.023  -1.844
   0.258   3.438   2.160
   1.657  -0.298   0.593
   1.166   0.498  -0.629
   1.170   2.644   2.901
  -0.068  -2.050  -1.509
   0.702   3.394   4.767
   1.333   3.374  -0.861
   0.645  -0.555   1.517
  -0.952  -0.651   0.587
  -0.172   0.000   1.615
  -0.648  -1.409   6.089
  -0.250  -1.334  -0.969
   0.673  -0.770   1.030
   0.897   3.419   2.968
   0.304   2.672   1.509
   0.452   5.827   1.259
   0.708   0.598   2.693
   0.945   1.774  -0.723
   2.097   2.072   1.330
  -0.440   0.000  -2.791
   0.327   1.141  -0.625
   0.456   3.741   0.228
  -2.433  -5.955  -2.183
   0.996   5.642   6.627
  -0.343  -1.899  -1.258
  -1.819  -2.671  -3.643
   2.286   2.671   6.035
   0.927   2.446   2.232
  -0.534  -0.469   0.942
   0.178   1.168  -0.732
  -1.573   0.541  -3.903
   0.124   2.808   1.569
  -2.189  -3.815  -4.277
   1.878   4.113   3.847
  -0.077  -1.277  -1.575
   1.541   2.612   2.381
   0.680   6.348   2.639
   1.239   4.592   2.215
   0.061  -0.928  -3.000
   2.053   2.825   4.867
  -0.185  -2.425   0.000
  -0.064   0.000  -2.327
   1.323  -0.733  -0.874
  -0.799  -0.873  -1.561
  -0.219   0.135  -0.525
  -0.092   2.658   1.880
   1.349   1.691   1.998
   2.190   2.860   4.947
  -0.205   3.811  -0.193
   0.421   2.912   0.337
  -0.883  -1.893   7.473
  -1.947  -6.474  -3.042
  -0.413  -2.320   2.504
  -1.816   0.521  -3.850
   2.531   5.365   1.208
   0.701   4.507   2.912
   0.368  -0.235  -0.810
  -1.723  -4.641  -3.496
  -0.810   1.470  -3.525
   0.715   0.606   1.349
   1.474   3.503   4.720
  -0.733  -3.503  -3.106
   1.770   5.123   3.288
   1.121   2.438   2.696
  -0.520   3.034  -2.197
  -0.869  -2.295  -2.385
   0.796  -1.132   3.002
  -1.871  -5.432  -6.373
  -0.731  -3.874  -1.989
   0.352   0.677   3.420
  -2.247  -6.066  -5.199
   0.607   2.699   2.755
   2.461   6.208   3.387
  -1.925  -5.701  -5.199
   0.950   0.000  -0.099
  -1.447  -4.056  -1.395
   1.077   1.111   2.769
   0.157   0.970  -0.049
   2.622   4.959   3.642
  -0.076   0.853   1.076
  -1.408  -2.957  -2.928
  -0.672  -1.448  -2.034
  -0.539  -0.700  -6.310
  -0.175   1.647  -2.426
  -0.866  -3.844  -6.393
   0.179  -0.590   4.343
   1.531   3.232  -1.151
   2.286   2.575   1.097
   0.568   3.652   4.270
  -0.226   0.714  -3.672
   0.545  -0.894   1.346
   0.839   1.072   1.064
  -0.238  -2.156   0.106
   0.974   1.681  -0.318
  -0.067   0.947   2.099
  -0.657   0.059   0.104
   1.433   0.763   1.083
  -1.320  -2.247  -2.336
  -0.176  -1.689  -3.310
  -2.725  -2.401  -0.490
   0.510   4.030   4.010
   1.673   2.833  -1.107
  -0.559  -2.116  -1.066
   2.111   4.473   4.093
  -0.722  -0.057   0.000
  -1.112  -0.342  -2.236
   0.570   0.341   1.668
   2.096   4.011   5.336
  -0.245   0.707   2.278
   0.681   2.992   1.286
   1.280  -0.952  -0.807
   0.325   0.424  -0.191
   0.760  -0.318  -6.566
  -0.651  -3.127  -1.232
  -1.597  -3.002  -5.959
  -0.421  -0.396   2.491
  -0.292  -4.283  -2.053
  -2.264  -5.531  -3.105
   1.286   1.551   1.896
   2.267   6.088   3.261
   1.685   4.749   5.108
  -0.145   3.633   0.406
   0.235   0.213   4.260
   0.203  -2.203  -3.454
  -0.876  -2.921  -1.722
  -0.600  -2.320  -0.615
  -0.571   4.368   0.615
   1.446  -0.385   3.117
  -1.685  -4.500  -2.303
   1.143   2.135   3.727
  -1.139  -3.701  -6.976
   0.968   1.450   2.072
  -0.350   0.689  -0.514
   1.136   2.375   2.746
   0.617   5.964   0.301
   0.261  -0.899  -3.978
  -2.200  -1.931  -3.494
   0.126   0.862   2.448
  -0.462  -0.215  -0.845
   0.815   0.322   1.265
  -0.403  -1.567  -3.408
  -0.640  -1.316  -1.199
  -1.793  -3.482  -1.882
  -1.717  -4.679  -5.631
   1.573   4.450  -2.272
  -1.806  -1.036   2.743
   1.582   0.922   1.750
  -0.584  -1.794  -6.446
   0.042   2.820   2.436
   0.365  -1.199  -2.807
   2.148   5.422   5.185
   0.509   0.434   0.469
  -1.296  -3.248  -3.330
   0.099   1.830   2.743
  -1.207  -2.955   4.148
  -0.707   0.226  -1.707
   0.028  -2.631  -0.115
   0.552   3.082   2.385
   2.223   4.452   6.937
   0.711   0.963  -2.868
   0.219   1.690  -5.425
   0.458   3.093   3.356
  -0.977  -3.407  -2.000
  -0.211   3.914   1.559
  -1.305  -2.661  -2.688
  -0.036   1.748   0.453
   1.212   1.014   3.005
   1.498   0.904   3.871
   1.561   3.053   0.421
   0.599  -0.097   5.517
   0.740   4.090   0.989
  -0.223  -0.561   0.589
   0.556  -0.658   0.780
  -0.103   0.283   2.114
   0.633   0.937   0.757
  -0.298  -2.167  -1.234
  -0.397  -0.573  -0.096
   0.330   0.096   3.936
   0.816   1.896  -0.461
   0.648  -0.849  -0.834
  -0.788  -1.623   0.650
  -2.194  -4.227  -3.962
   0.159   1.297   0.957
  -1.337  -3.120  -2.608
  -0.297   2.922   0.488
  -0.679  -3.024  -2.066
   1.113   3.025   7.190
   0.188   0.594   3.989
  -1.801  -2.499  -1.163
  -0.922   0.605  -0.722
  -0.050  -0.504   3.296
  -0.443  -1.118   2.253
  -1.283  -1.027  -0.130
   0.640   1.639  -1.906
  -1.027   1.213   0.175
  -0.192  -3.995   2.586
  -1.269  -1.792  -2.325
   1.587   6.885   5.754
  -0.290  -2.006  -0.082
   2.249   2.995   4.899
   0.232  -0.098  -1.500
   1.001   1.174   0.555
  -0.846  -1.470  -0.635
  -0.696  -1.692  -1.525
   0.979   2.968   3.339
   1.751   2.502   3.684
   0.241   0.947   0.226
   1.332   3.334   0.675
  -1.442   0.454  -3.187
  -1.014  -0.637   2.362
  -1.815  -2.588  -0.908
  -0.273   1.579  -0.076
   0.804   1.645   1.510
  -0.903  -1.002   2.222
   2.850   3.862   4.582
  -0.502  -0.796  -1.907
  -0.468  -2.064  -1.945
   0.261   1.441   2.087
   0.296   1.155  -0.428
  -0.559  -0.088  -3.493
  -0.585   1.753   1.690
  -1.380  -2.018  -3.332
   0.039   0.000  -0.453
   1.277   4.167   2.392
   0.008  -0.426  -0.667
  -2.115  -2.858  -2.485
   0.224   1.570   0.986
  -2.324  -4.060  -6.630
  -0.238  -0.542  -2.387
   0.465  -1.276   3.270
  -0.087   0.366  -0.883
  -1.084  -2.312  -3.029
   1.124   2.585  -1.171
   0.008   0.455   0.837
   1.684   2.332   2.715
  -0.249   1.583  -1.061
   1.831   0.413   0.979
  -0.587  -1.467  -1.721
   1.385   1.314   0.083
  -0.061   0.866   1.067
  -1.674  -0.954   0.245
  -2.116  -2.023  -6.133
  -0.166  -1.342   1.676
  -2.846  -3.204  -3.424
   0.537   0.279  -2.139
   0.572   0.000  -6.322
   2.204   3.732   7.130
  -0.452  -1.078   2.471
   1.396  -3.868   2.412
  -0.618  -0.094  -3.024
  -0.910   1.122   0.263
   1.148   2.840  -2.840
   3.466   2.498   3.884
   1.515   4.226   7.021
  -0.648  -1.532  -1.873
  -0.472   0.854   1.955
   0.532  -2.759   2.900
   0.567  -2.120   2.248
   0.555   4.794   0.991
   0.494   2.521  -0.303
  -0.855  -1.421  -2.543
   0.597   6.832  -1.336
   0.581   5.208   0.552
   1.051  -0.374  -4.177
  -0.120  -0.752  -2.829
   1.825   2.018   3.320
  -0.661   0.296  -2.395
   1.004   3.692   4.895
  -0.207   0.213   1.737
  -0.075  -0.712   0.779
  -1.154   1.137  -1.881
   0.882   4.353   3.956
  -0.033   0.808  -2.385
  -0.622  -0.470  -1.650
  -1.353  -3.917  -2.891
   0.632   2.492  -0.490
   0.807   2.231   1.625
   1.707   2.182   1.440
  -0.698   2.773  -1.038
  -1.000   3.254  -0.887
  -0.376  -1.551  -3.544
   0.301  -1.322  -1.692
   0.632   1.197  -1.374
  -0.128   1.369   2.478
  -0.855  -3.265  -2.218
   0.721  -2.128   8.593
   0.386   2.065   1.649
   0.158   1.835   2.234
  -0.207   3.512  -1.226
   1.076   0.723   2.211
   0.188  -1.452  -0.453
   1.535   1.872   0.755
  -0.085   0.715   2.304
   0.038   0.000  -2.455
   0.397   0.887   1.048
   0.069   0.059  -0.224
   0.326   0.879  -1.657
