year mon day c1t c3t 
1996 2 2 -0.12 -0.08
1996 2 9 -0.08 -0.07
1996 2 16 -0.04 -0.09
1996 2 23 0.23 0.34
1996 3 1 0.1 0.16
1996 3 8 0.01 0.08
1996 3 15 0.26 0.38
1996 3 22 0.03 0.01
1996 3 29 -0.02 -0.02
1996 4 5 0.06 0.08
1996 4 12 0.14 0.26
1996 4 19 -0.11 -0.12
1996 4 26 0.01 -0.01
1996 5 3 0.11 0.14
1996 5 10 0.04 0.09
1996 5 17 -0.08 -0.12
1996 5 24 0 -0.01
1996 5 31 0.11 0.14
1996 6 7 0.08 0.1
1996 6 14 0.08 0.12
1996 6 21 -0.04 -0.06
1996 6 28 -0.03 -0.06
1996 7 5 0.03 -0.01
1996 7 12 0.08 0.1
1996 7 19 -0.1 -0.13
1996 7 26 0.05 0.04
1996 8 2 -0.05 -0.1
1996 8 9 -0.2 -0.22
1996 8 16 0.02 0.01
1996 8 23 0.02 0.05
1996 8 30 0.17 0.23
1996 9 6 0.14 0.14
1996 9 13 -0.07 -0.1
1996 9 20 -0.06 -0.05
1996 9 27 -0.1 -0.11
1996 10 4 -0.11 -0.13
1996 10 11 -0.04 -0.06
1996 10 18 -0.02 -0.02
1996 10 25 0.01 0.01
1996 11 1 -0.08 -0.12
1996 11 8 -0.04 -0.08
1996 11 15 -0.03 -0.08
1996 11 22 0.01 -0.02
1996 11 29 -0.01 -0.04
1996 12 6 0.01 0.02
1996 12 13 0.04 0.12
1996 12 20 0.05 0.09
1996 12 27 -0.01 -0.01
1997 1 3 0.05 0.09
1997 1 10 0.06 0.09
1997 1 17 0 0
1997 1 24 0 0.02
1997 1 31 0.01 0
1997 2 7 -0.09 -0.14
1997 2 14 -0.04 -0.04
1997 2 21 -0.02 -0.03
1997 2 28 0.13 0.19
1997 3 7 0.1 0.12
1997 3 14 0.02 0.03
1997 3 21 0.09 0.12
1997 3 28 0.13 0.1
1997 4 4 0.05 0.06
1997 4 11 0 0.04
1997 4 18 -0.01 0.01
1997 4 25 0.03 0.01
1997 5 2 -0.08 -0.16
1997 5 9 -0.03 -0.04
1997 5 16 -0.04 -0.04
1997 5 23 -0.01 0.01
1997 5 30 0.01 0.03
1997 6 6 -0.1 -0.12
1997 6 13 -0.04 -0.05
1997 6 20 -0.07 -0.11
1997 6 27 0 0.04
1997 7 4 -0.02 -0.03
1997 7 11 -0.09 -0.14
1997 7 18 0.02 -0.01
1997 7 25 -0.02 -0.05
1997 8 1 -0.06 -0.07
1997 8 8 0.07 0.16
1997 8 15 0.04 0.02
1997 8 22 -0.05 -0.07
1997 8 29 0.05 0.1
1997 9 5 -0.01 -0.03
1997 9 12 0.01 0
1997 9 19 -0.11 -0.17
1997 9 26 -0.01 -0.02
1997 10 3 -0.02 -0.05
1997 10 10 0 -0.02
1997 10 17 0.07 0.09
1997 10 24 0.01 0.02
1997 10 31 -0.18 -0.2
1997 11 7 0.09 0.04
1997 11 14 0 -0.01
1997 11 21 0.02 -0.03
1997 11 28 0.04 0.04
1997 12 5 0.04 0.02
1997 12 12 -0.01 -0.01
1997 12 19 -0.04 -0.09
1997 12 26 0.06 0.02
1998 1 2 -0.03 -0.01
1998 1 9 -0.27 -0.33
1998 1 16 -0.07 -0.09
1998 1 23 0.04 0.08
1998 1 30 0.06 0.07
1998 2 6 -0.02 -0.05
1998 2 13 0.02 0.03
1998 2 20 0 -0.03
1998 2 27 0.14 0.17
1998 3 6 0.01 0.07
1998 3 13 -0.06 -0.09
1998 3 20 -0.01 -0.03
1998 3 27 0.03 0.09
1998 4 3 -0.03 -0.02
1998 4 10 -0.06 -0.07
1998 4 17 0.09 0.06
1998 4 24 0.01 0.05
1998 5 1 0.05 0.08
1998 5 8 -0.02 -0.07
1998 5 15 0.03 0.02
1998 5 22 -0.01 -0.04
1998 5 29 -0.02 -0.04
1998 6 5 -0.01 -0.01
1998 6 12 0 -0.03
1998 6 19 -0.02 -0.03
1998 6 26 0.01 0.03
1998 7 3 -0.03 -0.03
1998 7 10 -0.04 -0.05
1998 7 17 0.02 0.04
1998 7 24 0 -0.01
1998 7 31 0.01 0.01
1998 8 7 -0.06 -0.09
1998 8 14 -0.08 -0.08
1998 8 21 0.01 -0.02
1998 8 28 -0.14 -0.24
1998 9 4 -0.19 -0.21
1998 9 11 -0.15 -0.17
1998 9 18 0 -0.02
1998 9 25 -0.15 -0.14
1998 10 2 -0.2 -0.25
1998 10 9 -0.23 -0.08
1998 10 16 -0.04 0.04
1998 10 23 -0.13 -0.07
1998 10 30 0.09 0.05
1998 11 6 0.36 0.3
1998 11 13 0.06 0.07
1998 11 20 0.02 0.03
1998 11 27 0.05 0.04
1998 12 4 -0.13 -0.22
1998 12 11 0.03 0.01
1998 12 18 -0.02 -0.02
1998 12 25 0.16 0.23
1999 1 1 -0.04 -0.04
1999 1 8 -0.04 0.03
1999 1 15 -0.04 -0.02
1999 1 22 -0.02 0.01
1999 1 29 0.02 -0.04
1999 2 5 0.1 0.17
1999 2 12 0.06 0.08
1999 2 19 0.04 0.12
1999 2 26 0.11 0.14
1999 3 5 0.07 0.16
1999 3 12 -0.12 -0.15
1999 3 19 -0.03 -0.07
1999 3 26 0.01 0.04
1999 4 2 -0.03 -0.01
1999 4 9 -0.06 -0.1
1999 4 16 0.01 0.05
1999 4 23 0.03 0.05
1999 4 30 0.03 0.04
1999 5 7 0.05 0.11
1999 5 14 0.01 0.06
1999 5 21 0.1 0.15
1999 5 28 0.04 0.01
1999 6 4 0.15 0.2
1999 6 11 0.04 0.07
1999 6 18 -0.09 -0.03
1999 6 25 0.11 0.1
1999 7 2 -0.03 -0.09
1999 7 9 -0.05 0.02
1999 7 16 -0.05 -0.13
1999 7 23 -0.03 -0.02
1999 7 30 0.09 0.1
1999 8 6 0.06 0.08
1999 8 13 0.1 0.14
1999 8 20 -0.03 -0.12
1999 8 27 -0.01 -0.06
1999 9 3 0.1 0.11
1999 9 10 -0.01 -0.02
1999 9 17 -0.02 -0.02
1999 9 24 -0.03 -0.05
1999 10 1 0.01 0.02
1999 10 8 0.1 0.14
1999 10 15 0.08 0.05
1999 10 22 0.05 0.07
1999 10 29 0.04 0.02
1999 11 5 -0.06 -0.14
1999 11 12 0.05 -0.04
1999 11 19 0.06 0.08
1999 11 26 0.09 0.09
1999 12 3 0.08 0.08
1999 12 10 -0.04 -0.08
1999 12 17 0.16 0.11
1999 12 24 0.12 0.15
1999 12 31 -0.02 0
2000 1 7 0.08 0.13
2000 1 14 0.09 0.09
2000 1 21 0.01 0.05
2000 1 28 0.04 0.01
2000 2 4 0.07 0.09
2000 2 11 -0.04 0.11
2000 2 18 0.03 -0.03
2000 2 25 -0.01 -0.14
2000 3 3 -0.04 -0.02
2000 3 10 0 0.01
2000 3 17 0.02 -0.06
2000 3 24 0.04 0
2000 3 31 0.06 0.03
2000 4 7 -0.13 -0.2
2000 4 14 -0.03 -0.04
2000 4 21 -0.05 0.01
2000 4 28 0.1 0.19
2000 5 5 0.05 0.23
2000 5 12 0.14 0.1
2000 5 19 0.02 0.02
2000 5 26 -0.12 -0.12
2000 6 2 0.02 -0.12
2000 6 9 -0.07 -0.13
2000 6 16 -0.09 -0.07
2000 6 23 0.01 0.02
2000 6 30 -0.02 -0.05
2000 7 7 -0.05 -0.12
2000 7 14 0.01 0.03
2000 7 21 0.02 0.06
2000 7 28 -0.05 -0.09
2000 8 4 0.03 -0.07
2000 8 11 0.08 -0.03
2000 8 18 0.04 0.09
2000 8 25 -0.01 -0.07
2000 9 1 0.03 -0.04
2000 9 8 -0.03 -0.1
2000 9 15 -0.06 0
2000 9 22 -0.05 0
2000 9 29 -0.01 -0.06
2000 10 6 -0.02 -0.02
2000 10 13 -0.08 -0.1
2000 10 20 -0.04 -0.08
2000 10 27 0.07 0.03
2000 11 3 0.1 0.06
2000 11 10 0.03 0.04
2000 11 17 -0.05 -0.1
2000 11 24 0 -0.05
2000 12 1 -0.09 -0.14
2000 12 8 -0.22 -0.2
2000 12 15 -0.05 -0.06
2000 12 22 -0.29 -0.23
2000 12 29 -0.1 -0.06
2001 1 5 -0.45 -0.29
2001 1 12 -0.1 -0.04
2001 1 19 0.06 0.08
2001 1 26 -0.02 0
2001 2 2 -0.17 -0.11
2001 2 9 0.06 0.04
2001 2 16 0.08 0.07
2001 2 23 -0.11 -0.09
2001 3 2 -0.22 -0.21
2001 3 9 0 0.02
2001 3 16 -0.16 -0.1
2001 3 23 -0.14 -0.11
2001 3 30 0.02 0.09
2001 4 6 -0.19 -0.11
2001 4 13 0.07 0.11
2001 4 20 -0.03 0.12
2001 4 27 -0.22 -0.1
2001 5 4 0.08 0.06
2001 5 11 -0.14 -0.11
2001 5 18 0 0.17
2001 5 25 0.02 0.03
2001 6 1 -0.08 -0.03
2001 6 8 -0.06 -0.13
2001 6 15 -0.05 -0.08
2001 6 22 -0.13 -0.11
2001 6 29 0.14 0.15
2001 7 6 0.1 0.09
2001 7 13 -0.08 -0.11
2001 7 20 -0.02 -0.06
2001 7 27 -0.01 -0.05
2001 8 3 -0.03 -0.11
2001 8 10 -0.06 -0.04
2001 8 17 -0.06 -0.07
2001 8 24 0.01 -0.02
2001 8 31 -0.01 -0.07
2001 9 7 -0.01 0.04
2001 9 14 -0.48 -0.54
2001 9 21 -0.35 -0.17
2001 9 28 -0.11 -0.05
2001 10 5 -0.09 -0.08
2001 10 12 -0.01 0.08
2001 10 19 -0.02 -0.04
2001 10 26 -0.06 -0.03
2001 11 2 -0.2 -0.23
2001 11 9 -0.12 -0.11
2001 11 16 0.25 0.45
2001 11 23 0.11 0.25
2001 11 30 -0.12 -0.01
2001 12 7 -0.02 0.01
2001 12 14 -0.04 0.09
2001 12 21 0.06 0.08
2001 12 28 0.05 0.06
2002 1 4 -0.04 -0.05
2002 1 11 -0.11 -0.19
2002 1 18 -0.1 -0.12
2002 1 25 0.15 0.23
2002 2 1 0.07 0.04
2002 2 8 -0.06 -0.13
2002 2 15 0.05 0.04
2002 2 22 0 -0.05
2002 3 1 0.04 0.1
2002 3 8 0.13 0.28
2002 3 15 0.17 0.27
2002 3 22 0.08 0.16
2002 3 29 0.04 -0.01
2002 4 5 -0.06 -0.13
2002 4 12 -0.11 -0.13
2002 4 19 -0.11 -0.06
2002 4 26 -0.06 -0.11
2002 5 3 -0.03 -0.07
2002 5 10 -0.02 -0.05
2002 5 17 0.09 0.12
2002 5 24 -0.02 -0.07
2002 5 31 -0.03 -0.06
2002 6 7 -0.03 -0.08
2002 6 14 -0.08 -0.13
2002 6 21 -0.11 -0.16
2002 6 28 -0.03 -0.02
2002 7 5 -0.04 -0.05
2002 7 12 -0.06 -0.17
2002 7 19 -0.03 -0.09
2002 7 26 -0.09 -0.31
2002 8 2 -0.06 -0.06
2002 8 9 -0.15 -0.22
2002 8 16 0.09 0.05
2002 8 23 0.05 0.05
2002 8 30 -0.01 0
2002 9 6 -0.1 -0.2
2002 9 13 0.08 0.09
2002 9 20 -0.05 -0.13
2002 9 27 -0.05 -0.1
2002 10 4 -0.13 -0.15
2002 10 11 0.04 0.02
2002 10 18 0.18 0.34
2002 10 25 0.02 0.07
2002 11 1 -0.28 -0.36
2002 11 8 -0.05 0.07
2002 11 15 0 0
2002 11 22 0.05 0.18
2002 11 29 0.04 0.11
2002 12 6 -0.02 -0.06
2002 12 13 -0.06 -0.17
2002 12 20 -0.04 -0.04
2002 12 27 -0.02 -0.15
2003 1 3 -0.03 0.01
2003 1 10 0.03 0.15
2003 1 17 -0.03 -0.03
2003 1 24 -0.06 -0.11
2003 1 31 0 0.06
2003 2 7 0 -0.02
2003 2 14 -0.02 -0.08
2003 2 21 0 -0.02
2003 2 28 -0.03 -0.08
2003 3 7 -0.05 -0.12
2003 3 14 -0.06 0.01
2003 3 21 0.16 0.29
2003 3 28 -0.05 -0.06
2003 4 4 -0.08 -0.11
2003 4 11 0.06 0.08
2003 4 18 0.08 0.09
2003 4 25 -0.02 -0.04
2003 5 2 -0.06 -0.11
2003 5 9 -0.02 -0.13
2003 5 16 -0.03 -0.1
2003 5 23 -0.07 -0.11
2003 5 30 0 -0.05
2003 6 6 -0.05 -0.07
2003 6 13 -0.11 -0.14
2003 6 20 -0.02 0.13
2003 6 27 0.07 0.07
2003 7 4 0.05 0.08
2003 7 11 0.01 0.07
2003 7 18 0.02 0.16
2003 7 25 0.03 0.17
2003 8 1 0.09 0.2
2003 8 8 0.04 0.05
2003 8 15 0.03 0.09
2003 8 22 0.04 0.06
2003 8 29 0.02 0.08
2003 9 5 -0.02 -0.04
2003 9 12 -0.11 -0.26
2003 9 19 -0.01 -0.09
2003 9 26 0.01 -0.01
2003 10 3 -0.05 -0.13
2003 10 10 0.03 0.15
2003 10 17 0.09 0.19
2003 10 24 0.01 0
2003 10 31 0 -0.03
2003 11 7 0.05 0.16
2003 11 14 0.01 0.02
2003 11 21 -0.06 -0.16
2003 11 28 0.05 0.12
2003 12 5 0.02 0.11
2003 12 12 -0.06 -0.13
2003 12 19 -0.04 -0.07
2003 12 26 0.01 0
2004 1 2 0.01 0.02
2004 1 9 0 -0.04
2004 1 16 -0.1 -0.2
2004 1 23 0.01 0.03
2004 1 30 0.05 0.13
2004 2 6 0.03 0.01
2004 2 13 -0.04 -0.08
2004 2 20 -0.01 -0.03
2004 2 27 -0.01 -0.04
2004 3 5 0.01 -0.02
2004 3 12 -0.07 -0.22
2004 3 19 0.02 0
2004 3 26 -0.01 -0.01
2004 4 2 0.06 0.17
2004 4 9 0.09 0.27
2004 4 16 0.09 0.16
2004 4 23 0.09 0.14
2004 4 30 0.05 0.15
2004 5 7 0.08 0.14
2004 5 14 0.2 0.23
2004 5 21 0 -0.05
2004 5 28 -0.01 -0.03
2004 6 4 0.1 0.08
2004 6 11 0.15 0.08
2004 6 18 0.15 0.05
2004 6 25 -0.06 -0.08
2004 7 2 -0.02 -0.08
2004 7 9 -0.1 -0.18
2004 7 16 0.03 0.01
2004 7 23 0.05 0.06
2004 7 30 0.04 0.11
2004 8 6 -0.09 -0.16
2004 8 13 -0.08 -0.11
2004 8 20 -0.01 -0.06
2004 8 27 0.05 0.03
2004 9 3 0 -0.05
2004 9 10 0.07 0.05
2004 9 17 -0.01 -0.05
2004 9 24 0.05 0
2004 10 1 0.06 0.06
2004 10 8 0.04 0.08
2004 10 15 -0.06 -0.15
2004 10 22 0.04 0.01
2004 10 29 0.05 0.02
2004 11 5 0.08 0.08
2004 11 12 0.12 0.17
2004 11 19 0.06 0.04
2004 11 26 0.07 0.1
2004 12 3 0.02 0.05
2004 12 10 -0.02 -0.11
2004 12 17 0.06 0.02
2004 12 24 0.05 0.04
2004 12 31 0.06 0.05
2005 1 7 0.05 0.09
2005 1 14 0.03 0.03
2005 1 21 0.02 0
2005 1 28 0.02 0.02
2005 2 4 0.06 0.05
2005 2 11 0.01 -0.02
2005 2 18 0.09 0.11
2005 2 25 0.08 0.1
2005 3 4 0.07 0.1
2005 3 11 0.04 0.1
2005 3 18 0.07 0.08
2005 3 25 0.07 0.1
2005 4 1 0 -0.02
2005 4 8 -0.05 -0.11
2005 4 15 -0.01 -0.09
2005 4 22 -0.04 -0.11
2005 4 29 0.05 0.03
2005 5 6 0 -0.01
2005 5 13 0.02 0.05
2005 5 20 -0.03 -0.05
2005 5 27 0 -0.01
2005 6 3 -0.04 -0.11
2005 6 10 0.02 0.07
2005 6 17 0.09 0.1
2005 6 24 0.01 -0.08
2005 7 1 0.06 0
2005 7 8 0.06 0.11
2005 7 15 0.07 0.09
2005 7 22 0.09 0.07
2005 7 29 0.09 0.06
2005 8 5 0.07 0.08
2005 8 12 0.06 0.06
2005 8 19 -0.01 -0.09
2005 8 26 -0.01 -0.03
2005 9 2 -0.11 -0.14
2005 9 9 -0.01 -0.02
2005 9 16 0.06 0.05
2005 9 23 0.06 0.05
2005 9 30 0.09 0.13
2005 10 7 0.11 0.1
2005 10 14 0.06 0.06
2005 10 21 0.05 0.01
2005 10 28 0.07 0.09
2005 11 4 0.06 0.09
2005 11 11 0.03 0.04
2005 11 18 0.01 -0.05
2005 11 25 -0.06 -0.1
2005 12 2 0.04 0.05
2005 12 9 0.01 0.02
2005 12 16 -0.01 -0.03
2005 12 23 0.03 0
2005 12 30 -0.01 -0.05
2006 1 6 0.01 -0.04
2006 1 13 0.04 0.04
2006 1 20 0.02 -0.04
2006 1 27 0.07 0.09
2006 2 3 0.1 0.13
2006 2 10 0.07 0.09
2006 2 17 0.03 0.06
2006 2 24 0.02 0.02
2006 3 3 0.02 0.02
2006 3 10 0.03 0.07
2006 3 17 -0.01 -0.08
2006 3 24 0.01 -0.01
2006 3 31 0.05 0.1
2006 4 7 0.03 0.05
2006 4 14 0.06 0.06
2006 4 21 -0.01 -0.02
2006 4 28 0.04 0.04
2006 5 5 0.04 0.04
2006 5 12 0.03 0.04
2006 5 19 -0.03 -0.03
2006 5 26 0.01 -0.02
2006 6 2 0.04 0.04
2006 6 9 0.01 -0.02
2006 6 16 0.09 0.07
2006 6 23 0.11 0.14
2006 6 30 0.03 0.03
2006 7 7 0 -0.05
2006 7 14 -0.03 -0.06
2006 7 21 -0.02 -0.04
2006 7 28 -0.05 -0.05
2006 8 4 -0.07 -0.11
2006 8 11 -0.01 -0.01
2006 8 18 0.01 -0.01
2006 8 25 -0.03 -0.08
2006 9 1 -0.04 -0.05
2006 9 8 -0.01 0
2006 9 15 0 0.01
2006 9 22 -0.05 -0.07
2006 9 29 -0.07 -0.1
2006 10 6 0 0
2006 10 13 0.13 0.19
2006 10 20 0.02 0
2006 10 27 0.02 0
2006 11 3 -0.07 -0.14
2006 11 10 0.03 0.03
2006 11 17 0 0.01
2006 11 24 -0.02 -0.04
2006 12 1 -0.06 -0.1
2006 12 8 -0.05 -0.06
2006 12 15 0.05 0.1
2006 12 22 0.01 0.03
2006 12 29 0.03 0.09
2007 1 5 -0.01 -0.02
2007 1 12 0.05 0.06
2007 1 19 0.05 0.07
2007 1 26 0.02 0.06
2007 2 2 0 0.02
2007 2 9 -0.03 -0.09
2007 2 16 0 -0.02
2007 2 23 -0.02 -0.05
2007 3 2 -0.09 -0.18
2007 3 9 -0.04 -0.04
2007 3 16 0.01 -0.01
2007 3 23 0 0.01
2007 3 30 -0.03 0
2007 4 6 0.04 0.07
2007 4 13 0.03 0.09
2007 4 20 -0.04 -0.07
2007 4 27 -0.03 -0.03
2007 5 4 0 0.01
2007 5 11 -0.01 0.02
2007 5 18 -0.03 0.09
2007 5 25 0.09 0.09
2007 6 1 0.01 0.1
2007 6 8 0.02 0.1
2007 6 15 0 0.11
2007 6 22 -0.03 -0.09
2007 6 29 -0.01 -0.07
2007 7 6 0.05 0.02
2007 7 13 0.01 -0.01
2007 7 20 -0.01 -0.07
2007 7 27 -0.08 -0.19
2007 8 3 -0.08 -0.15
2007 8 10 -0.05 0
2007 8 17 -0.34 -0.21
2007 8 24 -0.28 -0.11
2007 8 31 0.14 -0.03
2007 9 7 -0.03 -0.12
2007 9 14 -0.12 -0.05
2007 9 21 -0.04 0.1
2007 9 28 -0.06 -0.04
2007 10 5 0.07 0
2007 10 12 0.12 0.15
2007 10 19 -0.1 -0.16
2007 10 26 -0.17 -0.24
2007 11 2 -0.04 0
2007 11 9 -0.21 -0.23
2007 11 16 -0.14 -0.16
2007 11 23 -0.28 -0.32
2007 11 30 -0.05 -0.03
2007 12 7 -0.08 -0.09
2007 12 14 0.03 0.18
2007 12 21 0.08 0
2007 12 28 0.14 0.06
2008 1 4 -0.24 -0.34
2008 1 11 -0.14 -0.18
2008 1 18 -0.21 -0.2
2008 1 25 -0.52 -0.3
2008 2 1 -0.08 0.1
2008 2 8 -0.15 -0.16
2008 2 15 -0.04 -0.02
2008 2 22 0.06 0.17
2008 2 29 -0.12 -0.11
2008 3 7 -0.32 -0.36
2008 3 14 -0.14 -0.05
2008 3 21 -0.17 -0.12
2008 3 28 0.25 0.23
2008 4 4 0.03 0.08
2008 4 11 0 0.04
2008 4 18 0.04 0.17
2008 4 25 0.21 0.32
2008 5 2 0.05 0.06
2008 5 9 0.01 -0.01
2008 5 16 0.13 0.14
2008 5 23 0.02 0.01
2008 5 30 0.1 0.21
2008 6 6 -0.05 -0.13
2008 6 13 0.37 0.44
2008 6 20 0.06 0.02
2008 6 27 -0.11 -0.16
2008 7 4 -0.11 -0.2
2008 7 11 -0.1 -0.11
2008 7 18 -0.04 0.05
2008 7 25 0.12 0.19
2008 8 1 -0.03 -0.13
2008 8 8 -0.07 -0.08
2008 8 15 -0.05 -0.05
2008 8 22 -0.06 -0.13
2008 8 29 0.05 -0.01
2008 9 5 -0.09 -0.15
2008 9 12 -0.03 -0.03
2008 9 19 -0.36 -0.33
2008 9 26 0.26 0.27
2008 10 3 -0.36 -0.34
2008 10 10 -0.35 -0.22
2008 10 17 0.01 0.13
2008 10 24 0.41 -0.1
2008 10 31 -0.22 -0.02
2008 11 7 -0.2 -0.17
2008 11 14 -0.12 -0.02
2008 11 21 -0.16 -0.25
2008 11 28 -0.03 0.02
2008 12 5 -0.24 -0.29
2008 12 12 -0.19 0.05
2008 12 19 -0.05 -0.2
2008 12 26 -0.05 0.16
2009 1 2 -0.03 -0.11
2009 1 9 0.07 0.11
2009 1 16 -0.01 -0.07
2009 1 23 0 0.06
2009 1 30 0.06 0.14
2009 2 6 0.05 0.13
2009 2 13 0.06 -0.02
2009 2 20 0.04 -0.05
2009 2 27 0.08 0.11
2009 3 6 -0.04 -0.09
2009 3 13 0.02 0.08
2009 3 20 -0.06 -0.13
2009 3 27 -0.05 0
2009 4 3 -0.01 -0.06
2009 4 10 0.02 0.13
